Course number,Course title,Units,Type,Section,Session,Time,Days,Seats,Registered,Instructor,Term,Department,Year,Semester,AY,matched_name
PPD-522,Planning Theory and History for a Just Society,4.0,Lecture,51200R,1.0,2:00-5:20pm,Wednesday,90.0,42.0,David Sloane,20233,Urban Planning and Spatial Management,2023,F,AY24,David Sloane
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,51212D,1.0,8:30-11:50am,Thursday,26.0,22.0,Michael Woo,20233,Health Policy and Management,2023,F,AY24,Michael E. Harris
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,51213D,1.0,6:00-9:20pm,Tuesday,26.0,13.0,Eric Shen,20233,ROTC,2023,F,AY24,LTC Marvin Eric Polk III
PPD-534,"Data, Evidence, and Communication of the Public Good",4.0,Lecture,51509R,1.0,2:00-5:20pm,Tuesday,65.0,61.0,Geoff Boeing,20233,Urban Planning and Spatial Management,2023,F,AY24,Geoff Boeing
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51219R,1.0,6:00-9:20pm,Monday,25.0,20.0,Yan Tang,20233,Public Policy and Management,2023,F,AY24,Shui Yan Tang
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51245R,1.0,2:00-5:20pm,Tuesday,27.0,27.0,Danyao Li,20233,Public Policy and Management,2023,F,AY24,Danyao Li
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51252R,1.0,6:00-9:20pm,Tuesday,25.0,24.0,Danyao Li,20233,Public Policy and Management,2023,F,AY24,Danyao Li
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51400D,530.0,TBA,,28.0,6.0,William Resh,20233,Public Policy and Management,2023,F,AY24,William G. Resh
PPD-540,Fundamentals of Public Administration,4.0,Lecture,51460D,593.0,TBA,,25.0,20.0,Tara Blanc,20233,Public Policy and Management,2023,F,AY24,Tara Blanc
PPD-542,Policy and Program Evaluation,4.0,Lecture,51222R,1.0,6:00-9:20pm,Tuesday,19.0,11.0,Howard Greenwald,20233,Health Policy and Management,2023,F,AY24,Howard Greenwald
PPD-542,Policy and Program Evaluation,4.0,Lecture,51237R,1.0,6:00-9:20pm,Monday,19.0,19.0,Nicole Esparza,20233,Public Policy and Management,2023,F,AY24,Nicole E. Esparza
PPD-542,Policy and Program Evaluation,4.0,Lecture,51462D,593.0,TBA,,15.0,15.0,William Leach Tara Blanc,20233,Public Policy and Management,2023,F,AY24,Tara Blanc
PPD-542,Policy and Program Evaluation,4.0,Lecture,51471D,593.0,TBA,,15.0,7.0,William Leach,20233,Public Policy and Management,2023,F,AY24,William Leach
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51225R,1.0,6:00-9:20pm,Wednesday,24.0,22.0,Peter Robertson,20233,Public Policy and Management,2023,F,AY24,Peter J. Robertson
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51226R,1.0,2:00-5:20pm,Wednesday,22.0,22.0,Deborah Natoli,20233,Public Policy and Management,2023,F,AY24,Deborah J. Natoli
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51249R,1.0,6:00-9:20pm,Tuesday,22.0,21.0,Deborah Natoli,20233,Public Policy and Management,2023,F,AY24,Deborah J. Natoli
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51267R,1.0,6:00-9:20pm,Monday,22.0,22.0,Peter Robertson,20233,Public Policy and Management,2023,F,AY24,Peter J. Robertson
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51463D,593.0,TBA,,25.0,13.0,Kelly Rawlings,20233,Public Policy and Management,2023,F,AY24,Kelly Rawlings
PPD-546,Capstone in Public Administration,4.0,Lecture,51464D,593.0,TBA,,30.0,9.0,Tara Blanc,20233,Public Policy and Management,2023,F,AY24,Tara Blanc
PPD-554,Foundations of Policy Analysis,4.0,Lecture,51276D,1.0,2:00-5:20pm,Thursday,33.0,33.0,Pamela Mccann,20233,Public Policy and Management,2023,F,AY24,Pamela McCann
PPD-554,Foundations of Policy Analysis,4.0,Lecture,51465D,593.0,TBA,,20.0,11.0,Dora Kingsley Vertenten,20233,Public Policy and Management,2023,F,AY24,Dora Kingsley Vertenten
PPD-554,Foundations of Policy Analysis,4.0,Lecture,51470D,593.0,TBA,,20.0,10.0,Dora Kingsley Vertenten,20233,Public Policy and Management,2023,F,AY24,Dora Kingsley Vertenten
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,51221D,1.0,2:00-5:20pm,Monday,32.0,32.0,Bryan Tysinger,20233,Health Policy and Management,2023,F,AY24,Bryan Tysinger
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,51273D,1.0,10:00-11:50am,"Tue, Thu",32.0,26.0,Emma Aguila Vega,20233,Health Policy and Management,2023,F,AY24,Emma Aguila
PPD-561a,Policy Analysis Practicum,1.0,Lecture,51268D,60.0,10:00-11:50am,Tuesday,43.0,43.0,Grace Bahng Alexandra Graddy-Reed,20233,Public Policy and Management,2023,F,AY24,Grace Bahng
PPD-571,International Public Policy and Management Seminar,4.0,Lecture,51356D,785.0,8:30-11:50am,Wednesday,40.0,28.0,Rym Kaki,20233,Public Policy and Management,2023,F,AY24,Rym Kaki
PPD-599,Behavioral Insights for Health Policy,4.0,Lecture,51262D,791.0,TBA,,30.0,28.0,Jason Doctor,20233,Health Policy and Management,2023,F,AY24,Jason Doctor
PPD-599,Behavioral Insights for Health Policy,4.0,Lecture,51263D,791.0,TBA,,30.0,29.0,Wandi Bruine de Bruin,20233,Health Policy and Management,2023,F,AY24,Wändi Bruine de Bruin
PPD-599,Python for Public Policy and Management,4.0,Lecture,51264R,1.0,6:00-9:20pm,Thursday,32.0,22.0,Nicolas Duquette,20233,Public Policy and Management,2023,F,AY24,Nicolas Duquette
PPD-599,Qualitative and Mixed Methods Research for Public Policy,4.0,Lecture,51266D,1.0,2:00-5:20pm,Wednesday,31.0,19.0,Michael Thom,20233,Public Policy and Management,2023,F,AY24,Michael Thom
PPD-621,Environmental Impacts,4.0,Lecture,51280R,1.0,2:00-5:20pm,Thursday,25.0,9.0,Geraldine Knatz,20233,Urban Planning and Spatial Management,2023,F,AY24,Geraldine Knatz
PPD-623,Community Development and Site Planning,4.0,Lecture,51512R,1.0,2:00-5:20pm,Wednesday,32.0,8.0,Elizabeth Falletta,20233,Urban Planning and Spatial Management,2023,F,AY24,Liz Falletta
PPD-628,Urban Planning and Social Policy,4.0,Lecture,51466D,593.0,TBA,,26.0,23.0,William Leach,20233,Public Policy and Management,2023,F,AY24,William Leach
PPD-634,Institutional and Policy Issues in Transportation,4.0,Lecture,51239R,1.0,2:00-5:20pm,Monday,32.0,16.0,Genevieve Giuliano,20233,Urban Planning and Spatial Management,2023,F,AY24,Genevieve Giuliano
PPD-647,Finance of the Public Sector,4.0,Lecture,51287R,1.0,6:00-9:20pm,Wednesday,24.0,22.0,Michael Thom,20233,Public Policy and Management,2023,F,AY24,Michael Thom
PPD-672,Collaborative Governance,4.0,Lecture,51297R,1.0,6:00-9:20pm,Thursday,24.0,15.0,Frank Zerunyan,20233,Public Policy and Management,2023,F,AY24,Frank V. Zerunyan
PPD-672,Collaborative Governance,4.0,Lecture,51467D,593.0,TBA,,20.0,19.0,William Leach,20233,Public Policy and Management,2023,F,AY24,William Leach
PPD-675,Nonprofit Management and Leadership,4.0,Lecture,51256R,1.0,2:00-5:20pm,Thursday,32.0,30.0,Nicolas Duquette,20233,Public Policy and Management,2023,F,AY24,Nicolas Duquette
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,51469D,593.0,TBA,,20.0,8.0,Kelly Rawlings,20233,Public Policy and Management,2023,F,AY24,Kelly Rawlings
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,51507R,1.0,2:00-5:20pm,Wednesday,26.0,17.0,Alexandra Graddy-Reed,20233,Public Policy and Management,2023,F,AY24,Alexandra Graddy-Reed
PPD-708,Qualitative Methods,4.0,Lecture,51285D,1.0,8:30-11:50am,Wednesday,15.0,9.0,Annette Kim,20233,Urban Planning and Spatial Management,2023,F,AY24,Annette M. Kim
PPD-710a,Research Seminar,2.0,Lecture,51210D,1.0,6:30-8:20pm,Tuesday,8.0,5.0,Dowell Myers,20233,Urban Planning and Spatial Management,2023,F,AY24,Dowell Myers
PPD-711,Theoretical Foundation of Public Management,4.0,Lecture,51286D,1.0,9:00-12:20pm,Tuesday,10.0,7.0,William Resh,20233,Public Policy and Management,2023,F,AY24,William G. Resh
PPD-714,Advanced Urban Development,4.0,Lecture,51290D,1.0,9:00-12:20pm,Thursday,10.0,5.0,Elizabeth Currid-Halkett,20233,Urban Planning and Spatial Management,2023,F,AY24,Elizabeth Currid-Halkett
PPD-716,"Econometrics for Policy, Planning and Management I",4.0,Lecture,51293D,1.0,2:00-5:20pm,Tuesday,15.0,4.0,Nicolas Duquette,20233,Public Policy and Management,2023,F,AY24,Nicolas Duquette
PPD-794a,Doctoral Dissertation,2.0,Lecture,51257D,1.0,TBA,,10.0,8.0,John Romley,20233,Health Policy and Management,2023,F,AY24,John A. Romley
PPD-794b,Doctoral Dissertation,2.0,Lecture,51258D,1.0,TBA,,10.0,2.0,John Romley,20233,Health Policy and Management,2023,F,AY24,John A. Romley
PPD-794c,Doctoral Dissertation,2.0,Lecture,51259D,1.0,TBA,,15.0,11.0,John Romley,20233,Health Policy and Management,2023,F,AY24,John A. Romley
PPD-794z,Doctoral Dissertation,0.0,Lecture,51261D,1.0,TBA,,20.0,18.0,John Romley,20233,Health Policy and Management,2023,F,AY24,John A. Romley
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,51072D,596.0,-,,25.0,17.0,Dora Kingsley Vertenten,20233,Public Policy and Management,2023,F,AY24,Dora Kingsley Vertenten
PPDE-612,Consulting in Healthcare Organizations,2.0,Lecture,50902R,1.0,6:00-8:20pm,Wednesday,20.0,7.0,Philip Dalton,20233,Health Policy and Management,2023,F,AY24,Phil Dalton
PPDE-636,Urban Spatial Ethnography and Critical Cartography,4.0,Lecture,50907R,1.0,8:30-11:50am,Tuesday,20.0,15.0,Annette Kim,20233,Urban Planning and Spatial Management,2023,F,AY24,Annette M. Kim
PPDE-639,Housing Dynamics for Policy and Planning,4.0,Lecture,50917R,1.0,2:00-5:20pm,Monday,32.0,10.0,Dowell Myers,20233,Urban Planning and Spatial Management,2023,F,AY24,Dowell Myers
PPDE-640,"Climate, Sustainability and Environmental Planning",4.0,Lecture,50923R,1.0,2:00-5:20pm,Monday,40.0,29.0,Santina Contreras,20233,Urban Planning and Spatial Management,2023,F,AY24,Santina Contreras
PPDE-660,Environmental Policy Design and Analysis,4.0,Lecture,50919R,1.0,12:00-1:50pm,"Tue, Thu",25.0,10.0,Adam Rose,20233,Public Policy and Management,2023,F,AY24,Adam Rose
PPDE-669,U.S. Education Policy,4.0,Lecture,50922R,1.0,2:00-5:20pm,Thursday,32.0,10.0,Julie Marsh,20233,Public Policy and Management,2023,F,AY24,Julie Marsh
PLUS-651,Applied Research Design and Inquiry,4.0,Lecture,51541D,1.0,TBA,,10.0,7.0,Deborah Natoli,20233,Public Policy and Management,2023,F,AY24,Deborah J. Natoli
PLUS-694a,"Planning, Design and Development Professional Dissertation",2.0,Lecture,51545D,1.0,TBA,,12.0,7.0,Michael Thom,20233,Public Policy and Management,2023,F,AY24,Michael Thom
PLUS-694b,"Planning, Design and Development Professional Dissertation",2.0,Lecture,51546D,1.0,TBA,,5.0,2.0,Michael Thom,20233,Public Policy and Management,2023,F,AY24,Michael Thom
PLUS-694c,"Planning, Design and Development Professional Dissertation",2.0,Lecture,51547D,1.0,TBA,,5.0,3.0,Michael Thom,20233,Public Policy and Management,2023,F,AY24,Michael Thom
PLUS-694z,"Planning, Design and Development Professional Dissertation",0.0,Lecture,51549D,1.0,TBA,,10.0,8.0,Michael Thom,20233,Public Policy and Management,2023,F,AY24,Michael Thom
RED-200,Introduction to Real Estate,4.0,Lecture,51667R,1.0,2:00-3:50pm,"Tue, Thu",65.0,53.0,Christian Redfearn,20233,Real Estate Development,2023,F,AY24,Christian L. Redfearn
RED-200,Introduction to Real Estate,4.0,Lecture,51668R,1.0,10:00-11:50am,"Mon, Wed",100.0,100.0,John Loper,20233,Real Estate Development,2023,F,AY24,John Loper
RED-325,Introduction to Finance in Cities,4.0,Lecture,51669R,1.0,2:00-3:50pm,"Mon, Wed",32.0,27.0,John Loper,20233,Real Estate Development,2023,F,AY24,John Loper
RED-362,Real Estate Development Fundamentals,4.0,Lecture,51651R,1.0,8:00-9:50am,"Tue, Thu",48.0,43.0,Jorge De la Roca,20233,Real Estate Development,2023,F,AY24,Jorge De la Roca
RED-362,Real Estate Development Fundamentals,4.0,Lecture,51653R,1.0,12:00-1:50pm,"Tue, Thu",48.0,46.0,Jorge De la Roca,20233,Real Estate Development,2023,F,AY24,Jorge De la Roca
RED-375,Real Estate Development Analysis,4.0,Lecture,51644R,1.0,12:00-1:50pm,"Mon, Wed",25.0,25.0,Moussa Diop,20233,Real Estate Development,2023,F,AY24,Moussa Diop
RED-375,Real Estate Development Analysis,4.0,Lecture,51650R,1.0,9:00-12:20pm,Friday,25.0,25.0,John Loper,20233,Real Estate Development,2023,F,AY24,John Loper
RED-375,Real Estate Development Analysis,4.0,Lecture,51652R,1.0,8:00-9:50am,"Mon, Wed",24.0,20.0,Moussa Diop,20233,Real Estate Development,2023,F,AY24,Moussa Diop
RED-425,Designing Livable Communities,4.0,Lecture,51656R,1.0,12:00-1:50pm,"Mon, Wed",26.0,26.0,Elizabeth Falletta,20233,Urban Planning and Spatial Management,2023,F,AY24,Liz Falletta
RED-435,Analyzing Real Estate Markets,4.0,Lecture,51658R,1.0,8:30-11:50am,Friday,30.0,20.0,Mark Zikakis,20233,ROTC,2023,F,AY24,Lt. Col Mark R. Burley
RED-435,Analyzing Real Estate Markets,4.0,Lecture,51659R,1.0,2:00-3:50pm,"Tue, Thu",21.0,21.0,Mary Lynne Boorn,20233,Real Estate Development,2023,F,AY24,Mary Lynne Boorn
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,51660R,1.0,6:00-9:20pm,Tuesday,20.0,15.0,Christian Redfearn,20233,Real Estate Development,2023,F,AY24,Christian L. Redfearn
RED-509,Market Analysis for Real Estate,4.0,Lecture,51600D,38.0,6:00-9:20pm,Tuesday,50.0,34.0,Mary Lynne Boorn,20233,Real Estate Development,2023,F,AY24,Mary Lynne Boorn
RED-590,Directed Research,1.0-12.0 units,Lecture,51614D,38.0,TBA,,10.0,2.0,Mary Lynne Boorn,20233,Real Estate Development,2023,F,AY24,Mary Lynne Boorn
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,51710D,820.0,TBA,,15.0,10.0,Lisa Ozaeta,20233,Health Policy and Management,2023,F,AY24,Lisa Ozaeta
HMGT-575,Managing and Improving Health,4.0,Lecture,51722D,820.0,TBA,,20.0,15.0,Michael Harris,20233,Health Policy and Management,2023,F,AY24,Michael E. Harris
HMGT-601,Operations Management for Accountability,4.0,Lecture,51721D,820.0,TBA,,20.0,16.0,Michael Harris,20233,Health Policy and Management,2023,F,AY24,Michael E. Harris
PPD-503,Economics for Public Policy,4.0,Lecture,51396D,597.0,5:30-7:35pm,"Tue, Thu",32.0,20.0,T.J. Mccarthy,20232,Public Policy and Management,2023,SU,AY24,T.J. McCarthy
PPD-504,Essential Statistics for Public Management,2.0,Lecture,51394D,523.0,6:00-8:30pm,Wednesday,33.0,28.0,Mark Phillips,20232,Public Policy and Management,2023,SU,AY24,Mark Phillips
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0,Lecture,51307D,790.0,TBA,,32.0,29.0,Philip Dalton,20232,Health Policy and Management,2023,SU,AY24,Phil Dalton
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0,Lecture,51308D,790.0,TBA,,33.0,33.0,Philip Dalton,20232,Health Policy and Management,2023,SU,AY24,Phil Dalton
PPD-542,Policy and Program Evaluation,4.0,Lecture,51301R,790.0,-,,28.0,28.0,Lois Takahashi,20232,Public Policy and Management,2023,SU,AY24,Lois M. Takahashi
PPD-546,Capstone in Public Administration,4.0,Lecture,51302D,790.0,TBA,,24.0,13.0,Peter Robertson,20232,Public Policy and Management,2023,SU,AY24,Peter J. Robertson
PPD-554,Foundations of Policy Analysis,4.0,Lecture,51404D,530.0,TBA,,28.0,27.0,Lois Takahashi,20232,Public Policy and Management,2023,SU,AY24,Lois M. Takahashi
PPD-667,Public Ethics,4.0,Lecture,51309R,790.0,TBA,,28.0,13.0,Deborah Natoli,20232,Public Policy and Management,2023,SU,AY24,Deborah J. Natoli
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,51465D,593.0,TBA,,20.0,15.0,Tara Blanc,20232,Public Policy and Management,2023,SU,AY24,Tara Blanc
PPD-688,Business and Public Policy,4.0,Lecture,51200D,59.0,5:00-9:35pm,Wednesday,32.0,9.0,Michael Thom,20232,Public Policy and Management,2023,SU,AY24,Michael Thom
PPDE-507,Capstone Residency in Public Administration,1.0,Lecture,51074D,598.0,TBA,,70.0,16.0,Dora Kingsley Vertenten,20232,Public Policy and Management,2023,SU,AY24,Dora Kingsley Vertenten
PPDE-507,Capstone Residency in Public Administration,1.0,Lecture,51075D,598.0,TBA,,20.0,17.0,Dora Kingsley Vertenten,20232,Public Policy and Management,2023,SU,AY24,Dora Kingsley Vertenten
PPDE-507,Capstone Residency in Public Administration,1.0,Lecture,51076D,598.0,TBA,,20.0,16.0,Tara Blanc,20232,Public Policy and Management,2023,SU,AY24,Tara Blanc
PPDE-507,Capstone Residency in Public Administration,1.0,Lecture,51077D,598.0,TBA,,20.0,16.0,Tara Blanc,20232,Public Policy and Management,2023,SU,AY24,Tara Blanc
RED-551,The Approval Process,4.0,Lecture,51606D,531.0,6:00-8:50pm,"Tue, Thu",60.0,50.0,Nicole Kuklok-Waldman Donna Tripp,20232,Public Policy and Management,2023,SU,AY24,Nicole E. Esparza
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,51719D,820.0,TBA,,15.0,9.0,Lisa Ozaeta,20232,Health Policy and Management,2023,SU,AY24,Lisa Ozaeta
HMGT-565,Managing the Organization's Financial Health,4.0,Lecture,51712D,820.0,TBA,,28.0,26.0,Lisa Ozaeta,20232,Health Policy and Management,2023,SU,AY24,Lisa Ozaeta
HMGT-600,Managing Risk,2.0,Lecture,51716D,820.0,TBA,,15.0,7.0,Michael Harris,20232,Health Policy and Management,2023,SU,AY24,Michael E. Harris
HMGT-601,Operations Management for Accountability,4.0,Lecture,51718D,820.0,TBA,,20.0,14.0,Michael Harris,20232,Health Policy and Management,2023,SU,AY24,Michael E. Harris
PPD-240g,Citizenship and Public Ethics,4.0,Lecture,51110D,1.0,12:00-1:50pm,"Tue, Thu",42.0,33.0,William Resh,20231,Public Policy and Management,2023,SP,AY23,William G. Resh
PPD-245g,The Urban Context,4.0,Lecture,51106D,1.0,10:00-11:50am,"Tue, Thu",58.0,53.0,Dowell Myers,20231,Urban Planning and Spatial Management,2023,SP,AY23,Dowell Myers
PPD-245g,The Urban Context,4.0,Lecture,51121D,1.0,12:00-1:50pm,"Mon, Wed",50.0,50.0,Elizabeth Currid-Halkett,20231,Urban Planning and Spatial Management,2023,SP,AY23,Elizabeth Currid-Halkett
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,51105R,1.0,12:00-1:50pm,"Mon, Wed",28.0,25.0,Mark Phillips,20231,Public Policy and Management,2023,SP,AY23,Mark Phillips
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,51107R,1.0,12:00-1:50pm,"Tue, Thu",30.0,28.0,Julie Zissimopoulos,20231,Health Policy and Management,2023,SP,AY23,Julie M. Zissimopoulos
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,51108R,1.0,10:00-11:50am,"Mon, Wed",28.0,19.0,Mark Phillips,20231,Public Policy and Management,2023,SP,AY23,Mark Phillips
PPD-314,Public Policy and Law,4.0,Lecture,51118R,1.0,6:00-9:20pm,Wednesday,41.0,33.0,Frank Zerunyan,20231,Public Policy and Management,2023,SP,AY23,Frank V. Zerunyan
PPD-325,Fundamentals of Health Policy and Management,4.0,Lecture,51120R,1.0,10:00-11:50am,"Mon, Wed",32.0,24.0,Genevieve Kanter,20231,Health Policy and Management,2023,SP,AY23,Genevieve Kanter
PPD-330,Introduction to Health Care Systems,4.0,Lecture,51102R,1.0,9:00-12:20pm,Friday,33.0,33.0,Glenn Melnick,20231,Health Policy and Management,2023,SP,AY23,Glenn Melnick
PPD-357,Government and Business,4.0,Lecture,51127R,1.0,10:00-11:50am,"Tue, Thu",32.0,30.0,Michael Thom,20231,Public Policy and Management,2023,SP,AY23,Michael Thom
PPD-371,The Nonprofit Sector and the Public Interest,4.0,Lecture,51130R,1.0,4:00-5:50pm,"Tue, Thu",32.0,20.0,Alexandra Graddy-Reed,20231,Public Policy and Management,2023,SP,AY23,Alexandra Graddy-Reed
PPD-400,Topics in Public Policy and Urban Studies,4.0,Lecture,51123R,1.0,12:00-1:50pm,"Tue, Thu",25.0,19.0,David Sloane,20231,Urban Planning and Spatial Management,2023,SP,AY23,David Sloane
PPD-402,Management of Public and Nonprofit Organizations,4.0,Lecture,51136R,1.0,6:00-9:20pm,Monday,22.0,22.0,Deborah Natoli,20231,Public Policy and Management,2023,SP,AY23,Deborah J. Natoli
PPD-410,Comparative Urban Development,4.0,Lecture,51115R,1.0,6:00-9:20pm,Wednesday,25.0,24.0,Rym Kaki,20231,Public Policy and Management,2023,SP,AY23,Rym Kaki
PPD-414,Community Health Policy and Planning,4.0,Lecture,51128R,1.0,10:00-11:50am,"Tue, Thu",32.0,23.0,Lavonna Lewis,20231,Health Policy and Management,2023,SP,AY23,LaVonna B. Lewis
PPD-415,Health Policy,4.0,Lecture,51125R,1.0,2:00-3:50pm,"Mon, Wed",32.0,20.0,Darius Lakdawalla,20231,Health Policy and Management,2023,SP,AY23,Darius Lakdawalla
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,51132R,1.0,10:00-11:50am,"Wed, Fri",22.0,16.0,Roberto Suro,20231,Public Policy and Management,2023,SP,AY23,Roberto Suro
PPD-478,Social Innovation,4.0,Lecture,51137R,1.0,10:00-11:50am,"Mon, Wed",32.0,29.0,Nicolas Duquette,20231,Public Policy and Management,2023,SP,AY23,Nicolas Duquette
PPD-499,The Art and Science of Leadership,4.0,Lecture,51156R,1.0,6:00-9:20pm,Wednesday,20.0,19.0,Deborah Natoli,20231,Public Policy and Management,2023,SP,AY23,Deborah J. Natoli
PPD-503,Economics for Public Policy,4.0,Lecture,51220R,1.0,6:00-9:20pm,Tuesday,66.0,61.0,Antonio Bento,20231,Public Policy and Management,2023,SP,AY23,Antonio M. Bento
PPD-510a,Financial Management of Health Services,4.0,Lecture,51278D,1.0,6:00-9:20pm,Tuesday,22.0,21.0,Norris Gunby,20231,Health Policy and Management,2023,SP,AY23,Norris Gunby
