Course number,Course title,Units,Type,Registered,Instructor,term,class_abbr
PPD-561a,Policy Analysis Practicum,1.0,Lecture,43.0,Grace Bahng Alexandra Graddy-Reed,20233,PPD
PPD-569,Applied International Policy Analysis and Management Project,4.0,Lecture,23.0,Jeffrey Wasserman,20233,PPD
PPD-570,"Applied Statistics for Planning, Policy, and Management",4.0,Lecture,28.0,Cheng-Yi Lin,20233,PPD
PPD-571,International Public Policy and Management Seminar,4.0,Lecture,28.0,Rym Kaki,20233,PPD
PPD-587,Risk Analysis,4.0,Lecture,18.0,Ali Nowroozi,20233,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,5.0,Samantha Malisos,20233,PPD
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,2.0,Valerie Savior,20233,PPD
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,20233,PPD
PPD-599,Behavioral Insights for Health Policy,4.0,Lecture,28.0,Jason Doctor,20233,PPD
PPD-599,Behavioral Insights for Health Policy,4.0,Lecture,29.0,Wandi Bruine de Bruin,20233,PPD
PPD-599,Python for Public Policy and Management,4.0,Lecture,22.0,Nicolas Duquette,20233,PPD
PPD-599,Qualitative and Mixed Methods Research for Public Policy,4.0,Lecture,19.0,Michael Thom,20233,PPD
PPD-601,Management of Long-Term Care Organizations,4.0,Lecture,36.0,Kate Wilber,20233,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,16.0,Denny Hooten,20233,PPD
PPD-616,Participatory Methods in Planning and Policy,4.0,Lecture,11.0,Katherine Perez,20233,PPD
PPD-619,Smart Growth and Urban Sprawl: Policy Debates and Planning Solutions,4.0,Lecture,5.0,Woodie Tescher Melani Smith,20233,PPD
PPD-621,Environmental Impacts,4.0,Lecture,9.0,Geraldine Knatz,20233,PPD
PPD-623,Community Development and Site Planning,4.0,Lecture,8.0,Elizabeth Falletta,20233,PPD
PPD-624,Local Economic Development: Theory and Finance,4.0,Lecture,9.0,Dion Jackson,20233,PPD
PPD-628,Urban Planning and Social Policy,4.0,Lecture,23.0,William Leach,20233,PPD
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0,Lecture,8.0,Barry Waite Bonnie Shrewsbury,20233,PPD
PPD-634,Institutional and Policy Issues in Transportation,4.0,Lecture,16.0,Genevieve Giuliano,20233,PPD
PPD-644,Shaping the Built Environment,4.0,Lecture,21.0,Meredith Drake Reitan,20233,PPD
PPD-647,Finance of the Public Sector,4.0,Lecture,22.0,Michael Thom,20233,PPD
PPD-672,Collaborative Governance,4.0,Lecture,15.0,Frank Zerunyan,20233,PPD
PPD-672,Collaborative Governance,4.0,Lecture,19.0,William Leach,20233,PPD
PPD-675,Nonprofit Management and Leadership,4.0,Lecture,30.0,Nicolas Duquette,20233,PPD
PPD-683,Homeland Security and Public Policy,4.0,Lecture,19.0,Kristine Beardsley,20233,PPD
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,8.0,Kelly Rawlings,20233,PPD
PPD-689,The Nonprofit Sector and Philanthropy,4.0,Lecture,17.0,Alexandra Graddy-Reed,20233,PPD
PPD-693,Communicating Public Policy,4.0,Lecture,16.0,Lilian Coral,20233,PPD
PPD-708,Qualitative Methods,4.0,Lecture,9.0,Annette Kim,20233,PPD
PPD-710a,Research Seminar,2.0,Lecture,5.0,Dowell Myers,20233,PPD
PPD-711,Theoretical Foundation of Public Management,4.0,Lecture,7.0,William Resh,20233,PPD
PPD-714,Advanced Urban Development,4.0,Lecture,5.0,Elizabeth Currid-Halkett,20233,PPD
PPD-716,"Econometrics for Policy, Planning and Management I",4.0,Lecture,4.0,Nicolas Duquette,20233,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,12.0,Samantha Malisos,20233,PPD
PPD-794a,Doctoral Dissertation,2.0,Lecture,8.0,John Romley,20233,PPD
PPD-794b,Doctoral Dissertation,2.0,Lecture,2.0,John Romley,20233,PPD
PPD-794c,Doctoral Dissertation,2.0,Lecture,11.0,John Romley,20233,PPD
PPDE-505,Professional Workshop in Public Administration,2.0,Lecture,24.0,Laura Wittcoff,20233,PPDE
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,17.0,Dora Kingsley Vertenten,20233,PPDE
PPDE-612,Consulting in Healthcare Organizations,2.0,Lecture,7.0,Philip Dalton,20233,PPDE
PPDE-628,Introduction to Lean Health Care,2.0,Lecture,8.0,Trent Lim,20233,PPDE
PPDE-636,Urban Spatial Ethnography and Critical Cartography,4.0,Lecture,15.0,Annette Kim,20233,PPDE
PPDE-639,Housing Dynamics for Policy and Planning,4.0,Lecture,10.0,Dowell Myers,20233,PPDE
PPDE-640,"Climate, Sustainability and Environmental Planning",4.0,Lecture,29.0,Santina Contreras,20233,PPDE
PPDE-645,Financial Management of Nonprofit Organizations,4.0,Lecture,26.0,James Siegrist,20233,PPDE
PPDE-660,Environmental Policy Design and Analysis,4.0,Lecture,10.0,Adam Rose,20233,PPDE
PPDE-669,U.S. Education Policy,4.0,Lecture,10.0,Julie Marsh,20233,PPDE
PPDE-687,Urban Economics,4.0,Lecture,9.0,Paulina Oliva,20233,PPDE
PLUS-651,Applied Research Design and Inquiry,4.0,Lecture,7.0,Deborah Natoli,20233,PLUS
PLUS-671,Leading a Collaborative City,3.0,Lecture,13.0,Erica Jacquez,20233,PLUS
PLUS-672,Integrating Concepts for Action,2.0,Lecture,13.0,Jackie Illum,20233,PLUS
PLUS-694a,"Planning, Design and Development Professional Dissertation",2.0,Lecture,7.0,Michael Thom,20233,PLUS
PLUS-694b,"Planning, Design and Development Professional Dissertation",2.0,Lecture,2.0,Michael Thom,20233,PLUS
PLUS-694c,"Planning, Design and Development Professional Dissertation",2.0,Lecture,3.0,Michael Thom,20233,PLUS
RED-200,Introduction to Real Estate,4.0,Lecture,53.0,Christian Redfearn,20233,RED
RED-200,Introduction to Real Estate,4.0,Lecture,100.0,John Loper,20233,RED
RED-200,Introduction to Real Estate,4.0,Lecture,30.0,Scott Trafford,20233,RED
RED-201,Real Estate Career Seminar,2.0,Lecture,23.0,Yunia Lubega,20233,RED
RED-201,Real Estate Career Seminar,2.0,Lecture,25.0,Sonia Savoulian,20233,RED
RED-301,Real Estate Internship Seminar,1.0,Lecture,17.0,Esther Lanier,20233,RED
RED-325,Introduction to Finance in Cities,4.0,Lecture,27.0,John Loper,20233,RED
RED-362,Real Estate Development Fundamentals,4.0,Lecture,43.0,Jorge De la Roca,20233,RED
RED-362,Real Estate Development Fundamentals,4.0,Lecture,46.0,Jorge De la Roca,20233,RED
RED-375,Real Estate Development Analysis,4.0,Lecture,25.0,Moussa Diop,20233,RED
RED-375,Real Estate Development Analysis,4.0,Lecture,25.0,John Loper,20233,RED
RED-375,Real Estate Development Analysis,4.0,Lecture,20.0,Moussa Diop,20233,RED
RED-398,Shaping Cities Through Real Estate,"2.0-4.0 units, max 8",,,,20233,RED
RED-398,Residential Properties,4.0,Lecture,32.0,Aleks Baharlo,20233,RED
RED-398,Retail Properties,4.0,Lecture,30.0,Bret Nielsen,20233,RED
RED-417,History of Planning and Development,4.0,Lecture,48.0,Cara Mullio,20233,RED
RED-425,Designing Livable Communities,4.0,Lecture,26.0,Elizabeth Falletta,20233,RED
RED-425,Designing Livable Communities,4.0,Lecture,26.0,Naomi Neville,20233,RED
RED-425,Designing Livable Communities,4.0,Lecture,24.0,Catherine Saez,20233,RED
RED-435,Analyzing Real Estate Markets,4.0,Lecture,20.0,Mark Zikakis,20233,RED
RED-435,Analyzing Real Estate Markets,4.0,Lecture,21.0,Mary Lynne Boorn,20233,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,15.0,Christian Redfearn,20233,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,19.0,Austin Maddux,20233,RED
RED-509,Market Analysis for Real Estate,4.0,Lecture,34.0,Mary Lynne Boorn,20233,RED
RED-510,Real Estate Practice and Principles,4.0,Lecture,17.0,Joel Bryant,20233,RED
RED-511,Foundations of Real Estate Analysis,4.0,Lecture,28.0,Ben Feingold,20233,RED
RED-542,Finance of Real Estate Development,3.0,Lecture,24.0,Alon Kraft Babak Ziai,20233,RED
RED-542,Finance of Real Estate Development,3.0,Lab,24.0,Iain Gulin,20233,RED
RED-544,Real Estate Capital Markets,2.0,Lecture,35.0,Shlomi Ronen,20233,RED
RED-562,Legal Issues in Real Estate Development,4.0,Lecture,20.0,Keith Allen-Niesen,20233,RED
RED-563,Introduction to the Asset Management of Real Estate,2.0,Lecture,20.0,Stanley Iezman,20233,RED
RED-574,Building Typologies,2.0,Lecture,25.0,Nicholas Zaharov,20233,RED
RED-574,Building Typologies,2.0,Lecture,8.0,Nicholas Zaharov,20233,RED
RED-590,Directed Research,1.0-12.0 units,Lecture,2.0,Mary Lynne Boorn,20233,RED
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",,,,20233,RED
RED-598,Office and Industrial,2.0,Lecture,16.0,Lionel Uhry,20233,RED
HMGT-512,Information Technology and Patient Engagement,2.0,Lecture,13.0,Sean Johnson,20233,HMGT
HMGT-512,Information Technology and Patient Engagement,2.0,Lecture,8.0,Sean Johnson,20233,HMGT
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,10.0,Lisa Ozaeta,20233,HMGT
HMGT-540,"Health Economics, Financing and Reimbursement",4.0,Lecture,25.0,Patrick Gless,20233,HMGT
HMGT-570,Strategic Management,4.0,Lecture,11.0,Gregory Chesley,20233,HMGT
HMGT-575,Managing and Improving Health,4.0,Lecture,15.0,Michael Harris,20233,HMGT
HMGT-600,Managing Risk,2.0,Lecture,10.0,Victor Pena,20233,HMGT
HMGT-601,Operations Management for Accountability,4.0,Lecture,16.0,Michael Harris,20233,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,14.0,Joseph Sierra,20233,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,10.0,Joseph Sierra,20233,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0,Lecture,12.0,Stanley Augustine,20233,HMGT
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,23.0,Julia Toothacre,20232,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,20.0,T.J. Mccarthy,20232,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,26.0,Joshua Russell-Fritch,20232,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,28.0,Mark Phillips,20232,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,14.0,Gentian Droboniku,20232,PPD
PPD-511,Health Information Systems,2.0,Lecture,9.0,Joan Brown,20232,PPD
PPD-511,Health Information Systems,2.0,Lecture,23.0,Sean Johnson,20232,PPD
PPD-511,Health Information Systems,2.0,Lecture,18.0,Sean Johnson,20232,PPD
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0,Lecture,29.0,Philip Dalton,20232,PPD
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0,Lecture,33.0,Philip Dalton,20232,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,30.0,Anu Banerjee,20232,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,29.0,Amy Howell,20232,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,11.0,Paul Bentley,20232,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,16.0,Steve Shea,20232,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,28.0,Lois Takahashi,20232,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,33.0,Coral Andrews,20232,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,13.0,Peter Robertson,20232,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,14.0,John Calanni,20232,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,16.0,John Calanni,20232,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,27.0,Lois Takahashi,20232,PPD
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,13.0,Matthew Wheeler,20232,PPD
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,3.0,Thomas Eng,20232,PPD
PPD-658,Advocacy in Public Administration,4.0,Lecture,10.0,Matthew Wheeler,20232,PPD
PPD-667,Public Ethics,4.0,Lecture,13.0,Deborah Natoli,20232,PPD
PPD-672,Collaborative Governance,4.0,Lecture,23.0,Logan O'Shaughnessy,20232,PPD
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,16.0,Rick Culley,20232,PPD
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,15.0,Tara Blanc,20232,PPD
PPD-688,Business and Public Policy,4.0,Lecture,9.0,Michael Thom,20232,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,7.0,Samantha Malisos,20232,PPD
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,12.0,Nicolle Halbur,20232,PPDE
PPDE-507,Capstone Residency in Public Administration,1.0,Lecture,16.0,Dora Kingsley Vertenten,20232,PPDE
PPDE-507,Capstone Residency in Public Administration,1.0,Lecture,17.0,Dora Kingsley Vertenten,20232,PPDE
PPDE-507,Capstone Residency in Public Administration,1.0,Lecture,16.0,Tara Blanc,20232,PPDE
PPDE-507,Capstone Residency in Public Administration,1.0,Lecture,16.0,Tara Blanc,20232,PPDE
PPDE-628,Introduction to Lean Health Care,2.0,Lecture,18.0,Trent Lim,20232,PPDE
PLUS-667,Effective Engagement with Stakeholders,3.0,Lecture,13.0,Katherine Cole,20232,PLUS
PLUS-668,Big Data for Planning and Development,2.0,Lecture,12.0,Kevin Kane,20232,PLUS
RED-301,Real Estate Internship Seminar,1.0,Lecture,25.0,Julia Toothacre,20232,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,29.0,Brian Miller,20232,RED
RED-500,Real Estate Development and the Economy,2.0,Lecture,25.0,John Drachman,20232,RED
RED-541,Finance Fundamentals for Real Estate Development,2.0,Lecture,13.0,Terri Dickerhoff,20232,RED
RED-542,Finance of Real Estate Development,3.0,Lecture,12.0,Austin Maddux,20232,RED
RED-542,Finance of Real Estate Development,3.0,Lab,12.0,Iain Gulin,20232,RED
RED-547,Project Management and Construction,2.0,Lecture,16.0,Henry Koffman,20232,RED
RED-551,The Approval Process,4.0,Lecture,50.0,Nicole Kuklok-Waldman Donna Tripp,20232,RED
HMGT-512,Information Technology and Patient Engagement,2.0,Lecture,21.0,Samuel King,20232,HMGT
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,9.0,Lisa Ozaeta,20232,HMGT
HMGT-565,Managing the Organization's Financial Health,4.0,Lecture,26.0,Lisa Ozaeta,20232,HMGT
HMGT-570,Strategic Management,4.0,Lecture,21.0,Gregory Chesley,20232,HMGT
HMGT-600,Managing Risk,2.0,Lecture,15.0,Shawishi Haynes,20232,HMGT
HMGT-600,Managing Risk,2.0,Lecture,7.0,Michael Harris,20232,HMGT
HMGT-601,Operations Management for Accountability,4.0,Lecture,12.0,Victor Pena,20232,HMGT
HMGT-601,Operations Management for Accountability,4.0,Lecture,14.0,Michael Harris,20232,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0,Lecture,17.0,Gary Blackard,20232,HMGT
PPD-240g,Citizenship and Public Ethics,4.0,Lecture,33.0,William Resh,20231,PPD
PPD-245g,The Urban Context,4.0,Lecture,53.0,Dowell Myers,20231,PPD
PPD-245g,The Urban Context,4.0,Lecture,50.0,Elizabeth Currid-Halkett,20231,PPD
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,36.0,Lauren Opgenorth,20231,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,25.0,Mark Phillips,20231,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,28.0,Julie Zissimopoulos,20231,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,19.0,Mark Phillips,20231,PPD
PPD-314,Public Policy and Law,4.0,Lecture,33.0,Frank Zerunyan,20231,PPD
PPD-325,Fundamentals of Health Policy and Management,4.0,Lecture,24.0,Genevieve Kanter,20231,PPD
PPD-330,Introduction to Health Care Systems,4.0,Lecture,33.0,Glenn Melnick,20231,PPD
PPD-357,Government and Business,4.0,Lecture,30.0,Michael Thom,20231,PPD
PPD-361,"Sustainable Communities, Policy and Planning",4.0,Lecture,24.0,Zissis Marmarelis,20231,PPD
PPD-371,The Nonprofit Sector and the Public Interest,4.0,Lecture,20.0,Alexandra Graddy-Reed,20231,PPD
PPD-400,Topics in Public Policy and Urban Studies,4.0,Lecture,19.0,David Sloane,20231,PPD
PPD-402,Management of Public and Nonprofit Organizations,4.0,Lecture,22.0,Deborah Natoli,20231,PPD
PPD-407,Financial Management of Public and Nonprofit Organizations,4.0,Lecture,12.0,Baqhar Syed,20231,PPD
PPD-410,Comparative Urban Development,4.0,Lecture,24.0,Rym Kaki,20231,PPD
PPD-412,GeoDesign Practicum,4.0,Lecture-Lab,10.0,Guoping Huang,20231,PPD
PPD-414,Community Health Policy and Planning,4.0,Lecture,23.0,Lavonna Lewis,20231,PPD
PPD-415,Health Policy,4.0,Lecture,20.0,Darius Lakdawalla,20231,PPD
PPD-422,Transportation and Technology and the Future of Mobility,4.0,Lecture,32.0,Selika Talbott Justine Johnson,20231,PPD
PPD-427L,Geographic Information Systems and Planning Applications,4.0,Lecture-Lab,31.0,Pedro Spindler-Ruiz,20231,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,16.0,Roberto Suro,20231,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,22.0,Todd Gish,20231,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,22.0,Donald Spivack,20231,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,25.0,Beth Zollars,20231,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,10.0,Donald Spivack,20231,PPD
PPD-478,Social Innovation,4.0,Lecture,29.0,Nicolas Duquette,20231,PPD
PPD-499,Special Topics,"1.0-8.0 units, max 8",,,,20231,PPD
PPD-499,The Art and Science of Leadership,4.0,Lecture,19.0,Deborah Natoli,20231,PPD
PPD-501a,"Economics for Policy, Planning and Development",2.0,Lecture,25.0,Ke Ye,20231,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,61.0,Antonio Bento,20231,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,34.0,Joshua Russell-Fritch,20231,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,27.0,Ali Nowroozi,20231,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,28.0,Cheng-Yi Lin,20231,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,14.0,Gentian Droboniku,20231,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,12.0,John Calanni,20231,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,15.0,John Calanni,20231,PPD
PPD-510a,Financial Management of Health Services,4.0,Lecture,14.0,Samuel King,20231,PPD
PPD-510a,Financial Management of Health Services,4.0,Lecture,21.0,Norris Gunby,20231,PPD
PPD-510a,Financial Management of Health Services,4.0,Lecture,21.0,Norris Gunby,20231,PPD
PPD-511,Health Information Systems,2.0,Lecture,12.0,Sean Johnson,20231,PPD
PPD-512,Health Administration Residency Seminar,2.0,Lecture,55.0,Michael Low,20231,PPD
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,22.0,Jevay Grooms,20231,PPD
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,21.0,Rosalie Pacula,20231,PPD
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,15.0,Genevieve Kanter,20231,PPD
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,44.0,Philip Dalton,20231,PPD
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,36.0,Philip Dalton,20231,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,23.0,Michael Nichol,20231,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,7.0,Michael Nichol,20231,PPD
PPD-523,Urban and International Development,4.0,Lecture,80.0,Marlon Boarnet,20231,PPD
PPD-528,Physical Planning: Urban and Community Design,2.0,Lecture,53.0,Elizabeth Falletta,20231,PPD
PPD-529,Planning Law and Legal Frameworks of Planning,2.0,Lecture,48.0,Nicole Kuklok-Waldman,20231,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,13.0,Kelly Rawlings,20231,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,28.0,Bill Kelly,20231,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,29.0,Michael Thom,20231,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,17.0,Mark Alvarado,20231,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,23.0,John Calanni,20231,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,36.0,Sohaela Amiri,20231,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,18.0,William Leach,20231,PPD
PPD-543,Internship Seminar,1.0,Lecture,10.0,Valerie Savior,20231,PPD
PPD-543,Internship Seminar,1.0,Lecture,16.0,Thomas Eng,20231,PPD
PPD-543,Internship Seminar,1.0,Lecture,12.0,Dominic Alletto,20231,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,22.0,Paul Danczyk,20231,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,22.0,Kelly Rawlings,20231,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,23.0,Donald Morgan,20231,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,24.0,Peter Robertson,20231,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,23.0,William Resh,20231,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,19.0,Nicole Esparza,20231,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,21.0,Lois Takahashi,20231,PPD
