Course number,Course title,Units,Type,Section,Session,Time,Days,Seats,Registered,Instructor,term,class_abbr
,,,Lecture,51608D,38.0,6:00-9:20pm,Monday,20.0,13.0,Daniel Gehman Steven Kellenberg Carl Meyer,20241,RED
,,,Lab,51610R,38.0,TBA,,50.0,32.0,Daniel Gehman Steven Kellenberg,20241,RED
RED-585,Comparative International Development Workshop,2.0-4.0 units,Lecture,51649D,548.0,TBA,,20.0,19.0,Richard Green,20241,RED
RED-590,Directed Research,1.0-12.0 units,Lecture,51630D,38.0,TBA,,10.0,2.0,Samantha Malisos,20241,RED
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",,,,,,,,,20241,RED
,Urban Infill,2.0,Lecture,51611D,38.0,12:00-1:50pm,Thursday,26.0,22.0,Mott Smith,20241,RED
,Affordable Housing,2.0,Lecture,51613D,38.0,6:00-7:50pm,Tuesday,20.0,15.0,Van Scott,20241,RED
,Hotel/Resort Development,2.0,Lecture,51614D,38.0,4:00-5:50pm,Thursday,20.0,15.0,Steve Shpilsky Molly Caccamo,20241,RED
,Multi-Family Development,2.0,Lecture,51615D,38.0,6:00-7:50pm,Wednesday,28.0,27.0,Christopher Payne,20241,RED
,Retail Development,2.0,Lecture,51617D,38.0,6:00-7:50pm,Thursday,25.0,25.0,Jeffrey Kreshek,20241,RED
HMGT-520,Leading People and Health Care Organizations,4.0 units,Lecture,51710D,820.0,TBA,,22.0,10.0,Patrick Gless,20241,HMGT
HMGT-540,"Health Economics, Financing and Reimbursement",4.0 units,Lecture,51711D,820.0,TBA,,17.0,14.0,Paul Ginsburg,20241,HMGT
HMGT-565,Managing the Organization's Financial Health,4.0 units,Lecture,51712D,820.0,TBA,,15.0,8.0,Lisa Ozaeta,20241,HMGT
,,,Lecture,51713D,820.0,TBA,,15.0,12.0,Lisa Ozaeta,20241,HMGT
HMGT-570,Strategic Management,4.0 units,Lecture,51720D,820.0,TBA,,15.0,13.0,Gary Blackard,20241,HMGT
HMGT-575,Managing and Improving Health,4.0 units,Lecture,51714D,820.0,TBA,,25.0,23.0,Michael Harris,20241,HMGT
HMGT-600,Managing Risk,2.0 units,Lecture,51715D,820.0,TBA,,15.0,9.0,Michael Harris,20241,HMGT
,,,Lecture,51719D,820.0,TBA,,15.0,5.0,Michael Harris,20241,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0 units,Lecture,51716D,820.0,TBA,,18.0,15.0,Joseph Sierra,20241,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0 units,Lecture,51718D,820.0,TBA,,15.0,9.0,Stanley Augustine,20241,HMGT
,,,Lecture,51721D,820.0,TBA,,17.0,15.0,Stanley Augustine,20241,HMGT
PPD-203,Economic Analysis for Public Policy,4.0 units,Lecture,51112R,1.0,10:00-11:50am,"Tue, Thu",32.0,27.0,Mark Phillips,20233,PPD
PPD-225,Solving Public Problems,4.0 units,Lecture,51101R,1.0,12:00-1:50pm,"Tue, Thu",55.0,50.0,Michael Feuer,20233,PPD
PPD-227,Urban Planning and Development,4.0 units,Lecture,51100R,1.0,6:00-9:20pm,Thursday,33.0,29.0,Ken Bernstein,20233,PPD
PPD-240g,Citizenship and Public Ethics,4.0 units,Lecture,51140D,1.0,10:00-11:50am,"Mon, Wed",42.0,40.0,Grace Bahng,20233,PPD
PPD-245g,The Urban Context,4.0 units,Lecture,51105D,1.0,2:00-3:50pm,"Mon, Wed",63.0,63.0,Marlon Boarnet,20233,PPD
,,,Lecture,51127D,1.0,10:00-11:50am,"Tue, Thu",63.0,59.0,Todd Gish,20233,PPD
PPD-300,Social Justice Issues in Public Policy and Urban Planning,4.0 units,Lecture,51119R,1.0,12:00-1:50pm,"Tue, Thu",32.0,32.0,Lavonna Lewis,20233,PPD
,,,Lecture,51126R,1.0,10:00-11:50am,"Wed, Fri",32.0,10.0,Maria Romero-Morales,20233,PPD
PPD-301,PPD Practices: Internship Seminar,2.0 units,Lecture,51129D,1.0,6:30-8:20pm,Wednesday,32.0,27.0,Lauren Opgenorth,20233,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0 units,Lecture,51102R,1.0,2:00-3:50pm,"Tue, Thu",36.0,36.0,Norris Gunby,20233,PPD
,,,Lecture,51104R,1.0,12:00-1:50pm,"Mon, Wed",32.0,31.0,John Romley,20233,PPD
,,,Lecture,51107R,1.0,8:00-9:50am,"Mon, Wed",35.0,27.0,Megan Besecker,20233,PPD
PPD-313,Finance of the Public Sector,4.0 units,Lecture,51113R,1.0,12:00-1:50pm,"Tue, Thu",32.0,32.0,Mark Phillips,20233,PPD
PPD-314,Public Policy and Law,4.0 units,Lecture,51115R,1.0,6:00-9:20pm,Wednesday,32.0,25.0,Frank Zerunyan,20233,PPD
PPD-315,Analytic Foundations for Public Policy,4.0 units,Lecture,51106R,1.0,10:00-11:50am,"Tue, Thu",26.0,24.0,Pamela Mccann,20233,PPD
PPD-325,Fundamentals of Health Policy and Management,4.0 units,Lecture,51108R,1.0,12:00-1:50pm,"Mon, Wed",32.0,21.0,Genevieve Kanter,20233,PPD
PPD-342,Crime and Public Policy,4.0 units,Lecture,51118R,1.0,6:00-9:20pm,Tuesday,45.0,44.0,Candice Cobarrubias,20233,PPD
PPD-353,Philanthropy and Social Change,4.0 units,Lecture,51152R,1.0,4:00-5:50pm,"Mon, Wed",32.0,17.0,Nicole Esparza,20233,PPD
PPD-357,Government and Business,4.0 units,Lecture,51139R,1.0,10:00-11:50am,"Tue, Thu",32.0,32.0,Michael Thom,20233,PPD
PPD-360,Urban Transportation Planning and Policy,4.0 units,Lecture,51116R,1.0,6:00-9:20pm,Tuesday,41.0,41.0,Selika Talbott,20233,PPD
PPD-361,"Sustainable Communities, Policy and Planning",4.0 units,Lecture,51148R,1.0,12:00-1:50pm,"Mon, Wed",32.0,32.0,Antonio Bento,20233,PPD
PPD-371,The Nonprofit Sector and the Public Interest,4.0 units,Lecture,51123R,1.0,12:00-1:50pm,"Mon, Wed",32.0,26.0,Alexandra Graddy-Reed,20233,PPD
PPD-373,Public Policy and Planning Analysis,4.0 units,Lecture,51114R,1.0,8:00-9:50am,"Tue, Thu",32.0,24.0,Grace Bahng,20233,PPD
PPD-400,Topics in Public Policy and Urban Studies,4.0 units,Lecture,51131R,1.0,6:00-9:20pm,Monday,24.0,14.0,Alison Linder,20233,PPD
PPD-413,Management of Health Care Organizations,4.0 units,Lecture,51147R,1.0,10:00-11:50am,"Mon, Wed",32.0,15.0,Philip Dalton,20233,PPD
PPD-430,Urban Informatics,4.0 units,Lecture,51133R,1.0,6:00-9:20pm,Tuesday,32.0,32.0,Geoff Boeing,20233,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0 units,Lecture,51120R,1.0,6:00-9:20pm,Wednesday,24.0,13.0,Clifford Graves,20233,PPD
,,,Lecture,51121R,1.0,12:00-1:50pm,"Tue, Thu",24.0,24.0,Lauren Quan-Madrid,20233,PPD
,,,Lecture,51128R,1.0,6:00-9:20pm,Tuesday,25.0,25.0,Rogelio Pardo,20233,PPD
PPD-439,Housing and Community Development,4.0 units,Lecture,51132R,1.0,6:00-9:20pm,Wednesday,32.0,23.0,Jennifer Thomas,20233,PPD
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,51135D,1.0,TBA,,10.0,2.0,Samantha Malisos,20233,PPD
PPD-497a,Senior Thesis,2.0 units,Lecture,51146D,1.0,TBA,,10.0,2.0,Samantha Malisos,20233,PPD
PPD-503,Economics for Public Policy,4.0 units,Lecture,51216D,1.0,2:00-5:20pm,Wednesday,63.0,60.0,Antonio Bento,20233,PPD
,,,Lecture,51217D,1.0,6:00-9:20pm,Tuesday,37.0,28.0,Antonio Bento,20233,PPD
,,,Lecture,51405D,530.0,TBA,,28.0,8.0,Robert Ingenito,20233,PPD
PPD-504,Essential Statistics for Public Management,2.0 units,Lecture,51288R,1.0,6:00-7:50pm,Monday,28.0,20.0,William Leach,20233,PPD
PPD-506,Introduction to Microeconomics: Applications in Health,2.0 units,Lecture,51515D,1.0,12:00-1:50pm,Monday,28.0,27.0,Neeraj Sood,20233,PPD
,,,Lecture,51516D,1.0,4:00-5:50pm,Monday,22.0,17.0,Neeraj Sood,20233,PPD
PPD-508,Health Care Operations Improvement,4.0 units,Lecture,31508D,48.0,6:00-9:40pm,Wednesday,30.0,27.0,David Belson,20233,PPD
,,,Lecture,31708D,34.0,6:00-9:40pm,Wednesday,10.0,3.0,David Belson,20233,PPD
PPD-509,Problems and Issues in the Health Field,4.0 units,Lecture,51206D,1.0,6:00-9:20pm,Wednesday,20.0,12.0,Howard Greenwald,20233,PPD
,,,Lecture,51275D,1.0,2:00-5:20pm,Tuesday,24.0,24.0,Philip Dalton,20233,PPD
,,,Lecture,51309D,791.0,TBA,,22.0,18.0,Lavonna Lewis,20233,PPD
PPD-513,Legal Issues in Health Care Delivery,2.0 units,Lecture,51303D,791.0,TBA,,30.0,30.0,Ian Spatz,20233,PPD
,,,Lecture,51306D,791.0,TBA,,30.0,28.0,Anu Banerjee,20233,PPD
PPD-516,Financial Accounting for Health Care Organizations,4.0 units,Lecture,51271D,1.0,6:00-9:20pm,Tuesday,18.0,17.0,Norris Gunby,20233,PPD
,,,Lecture,51272D,1.0,6:00-9:20pm,Thursday,18.0,17.0,Norris Gunby,20233,PPD
,,,Lecture,51278D,1.0,6:00-9:20pm,Thursday,18.0,14.0,Samuel King,20233,PPD
PPD-518,Quality of Care Concepts,2.0 units,Lecture,51778D,820.0,TBA,,15.0,10.0,Gary Blackard,20233,PPD
,,,Lecture,51779D,820.0,TBA,,24.0,16.0,Gary Blackard,20233,PPD
PPD-522,Planning Theory and History for a Just Society,4.0 units,Lecture,51200R,1.0,2:00-5:20pm,Wednesday,90.0,42.0,David Sloane,20233,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,51212D,1.0,8:30-11:50am,Thursday,26.0,22.0,Michael Woo,20233,PPD
,,,Lecture-Lab,51213D,1.0,6:00-9:20pm,Tuesday,26.0,13.0,Eric Shen,20233,PPD
,,,Lecture-Lab,51241D,1.0,6:00-9:20pm,Thursday,25.0,23.0,Peter Enzminger,20233,PPD
PPD-534,"Data, Evidence, and Communication of the Public Good",4.0 units,Lecture,51509R,1.0,2:00-5:20pm,Tuesday,65.0,61.0,Geoff Boeing,20233,PPD
PPD-540,Fundamentals of Public Administration,4.0 units,Lecture,51219R,1.0,6:00-9:20pm,Monday,25.0,20.0,Yan Tang,20233,PPD
,,,Lecture,51245R,1.0,2:00-5:20pm,Tuesday,27.0,27.0,Danyao Li,20233,PPD
,,,Lecture,51252R,1.0,6:00-9:20pm,Tuesday,25.0,24.0,Danyao Li,20233,PPD
,,,Lecture,51400D,530.0,TBA,,28.0,6.0,William Resh,20233,PPD
,,,Lecture,51460D,593.0,TBA,,25.0,20.0,Tara Blanc,20233,PPD
PPD-541,Public Financial Management and Budgeting,4.0 units,Lecture,51401D,530.0,TBA,,28.0,21.0,Steve Shea,20233,PPD
,,,Lecture,51461D,593.0,TBA,,20.0,8.0,John Calanni,20233,PPD
PPD-542,Policy and Program Evaluation,4.0 units,Lecture,51222R,1.0,6:00-9:20pm,Tuesday,19.0,11.0,Howard Greenwald,20233,PPD
,,,Lecture,51237R,1.0,6:00-9:20pm,Monday,19.0,19.0,Nicole Esparza,20233,PPD
,,,Lecture,51462D,593.0,TBA,,15.0,15.0,William Leach Tara Blanc,20233,PPD
,,,Lecture,51471D,593.0,TBA,,15.0,7.0,William Leach,20233,PPD
PPD-543,Internship Seminar,1.0 unit,Lecture,51220R,1.0,6:00-7:50pm,Wednesday,23.0,14.0,Thomas Eng,20233,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0 units,Lecture,51225R,1.0,6:00-9:20pm,Wednesday,24.0,22.0,Peter Robertson,20233,PPD
,,,Lecture,51226R,1.0,2:00-5:20pm,Wednesday,22.0,22.0,Deborah Natoli,20233,PPD
,,,Lecture,51240D,1.0,2:00-5:20pm,Thursday,7.0,0.0,Howard Greenwald,20233,PPD
,,,Lecture,51249R,1.0,6:00-9:20pm,Tuesday,22.0,21.0,Deborah Natoli,20233,PPD
,,,Lecture,51267R,1.0,6:00-9:20pm,Monday,22.0,22.0,Peter Robertson,20233,PPD
,,,Lecture,51463D,593.0,TBA,,25.0,13.0,Kelly Rawlings,20233,PPD
PPD-546,Capstone in Public Administration,4.0 units,Lecture,51464D,593.0,TBA,,30.0,9.0,Tara Blanc,20233,PPD
PPD-554,Foundations of Policy Analysis,4.0 units,Lecture,51276D,1.0,2:00-5:20pm,Thursday,33.0,33.0,Pamela Mccann,20233,PPD
,,,Lecture,51279D,1.0,6:00-9:20pm,Thursday,32.0,30.0,Lauren Brown,20233,PPD
,,,Lecture,51465D,593.0,TBA,,20.0,11.0,Dora Kingsley Vertenten,20233,PPD
,,,Lecture,51470D,593.0,TBA,,20.0,10.0,Dora Kingsley Vertenten,20233,PPD
PPD-555,Public Policy Formulation and Implementation,4.0 units,Lecture,51403D,530.0,TBA,,28.0,6.0,Matthew Wheeler,20233,PPD
PPD-557,Modeling and Operations Research,4.0 units,Lecture,51208R,1.0,6:00-9:20pm,Tuesday,32.0,23.0,Jeffrey Smith,20233,PPD
PPD-558,Multivariate Statistical Analysis,4.0 units,Lecture,51221D,1.0,2:00-5:20pm,Monday,32.0,32.0,Bryan Tysinger,20233,PPD
,,,Lecture,51270D,1.0,6:00-9:20pm,Monday,32.0,30.0,Sean Angst,20233,PPD
,,,Lecture,51273D,1.0,10:00-11:50am,"Tue, Thu",32.0,26.0,Emma Aguila Vega,20233,PPD
PPD-561a,Policy Analysis Practicum,1.0 unit,Lecture,51268D,60.0,10:00-11:50am,Tuesday,43.0,43.0,Grace Bahng Alexandra Graddy-Reed,20233,PPD
PPD-569,Applied International Policy Analysis and Management Project,4.0 units,Lecture,51351D,785.0,2:00-5:20pm,Tuesday,30.0,23.0,Jeffrey Wasserman,20233,PPD
PPD-570,"Applied Statistics for Planning, Policy, and Management",4.0 units,Lecture,51352D,785.0,6:00-9:20pm,Monday,50.0,28.0,Cheng-Yi Lin,20233,PPD
PPD-571,International Public Policy and Management Seminar,4.0 units,Lecture,51356D,785.0,8:30-11:50am,Wednesday,40.0,28.0,Rym Kaki,20233,PPD
PPD-587,Risk Analysis,4.0 units,Lecture,51514R,1.0,6:00-9:20pm,Thursday,32.0,18.0,Ali Nowroozi,20233,PPD
PPD-588,Introduction to Transportation Planning Law,2.0 units,Lecture,29813R,48.0,6:30-8:10pm,Monday,25.0,0.0,,20233,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,51227D,1.0,TBA,,15.0,5.0,Samantha Malisos,20233,PPD
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,51292D,1.0,TBA,,20.0,2.0,Valerie Savior,20233,PPD
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,,,,,,20233,PPD
,Behavioral Insights for Health Policy,4.0,Lecture,51262D,791.0,TBA,,30.0,28.0,Jason Doctor,20233,PPD
,Behavioral Insights for Health Policy,4.0,Lecture,51263D,791.0,TBA,,30.0,29.0,Wandi Bruine de Bruin,20233,PPD
,Python for Public Policy and Management,4.0,Lecture,51264R,1.0,6:00-9:20pm,Thursday,32.0,22.0,Nicolas Duquette,20233,PPD
,Qualitative and Mixed Methods Research for Public Policy,4.0,Lecture,51266D,1.0,2:00-5:20pm,Wednesday,31.0,19.0,Michael Thom,20233,PPD
PPD-601,Management of Long-Term Care Organizations,4.0 units,Lecture,51396R,597.0,TBA,,40.0,36.0,Kate Wilber,20233,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,51308R,790.0,TBA,,30.0,16.0,Denny Hooten,20233,PPD
PPD-616,Participatory Methods in Planning and Policy,4.0 units,Lecture,51296R,1.0,6:00-9:20pm,Tuesday,35.0,11.0,Katherine Perez,20233,PPD
PPD-619,Smart Growth and Urban Sprawl: Policy Debates and Planning Solutions,4.0 units,Lecture,51244R,1.0,6:00-9:20pm,Wednesday,24.0,5.0,Woodie Tescher Melani Smith,20233,PPD
PPD-621,Environmental Impacts,4.0 units,Lecture,51280R,1.0,2:00-5:20pm,Thursday,25.0,9.0,Geraldine Knatz,20233,PPD
PPD-623,Community Development and Site Planning,4.0 units,Lecture,51512R,1.0,2:00-5:20pm,Wednesday,32.0,8.0,Elizabeth Falletta,20233,PPD
PPD-624,Local Economic Development: Theory and Finance,4.0 units,Lecture,51235R,1.0,6:00-9:20pm,Thursday,32.0,9.0,Dion Jackson,20233,PPD
PPD-628,Urban Planning and Social Policy,4.0 units,Lecture,51466D,593.0,TBA,,26.0,23.0,William Leach,20233,PPD
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0 units,Lecture,51305R,790.0,TBA,,24.0,8.0,Barry Waite Bonnie Shrewsbury,20233,PPD
PPD-634,Institutional and Policy Issues in Transportation,4.0 units,Lecture,51239R,1.0,2:00-5:20pm,Monday,32.0,16.0,Genevieve Giuliano,20233,PPD
PPD-644,Shaping the Built Environment,4.0 units,Lecture,51253R,1.0,6:00-9:20pm,Tuesday,35.0,21.0,Meredith Drake Reitan,20233,PPD
PPD-647,Finance of the Public Sector,4.0 units,Lecture,51287R,1.0,6:00-9:20pm,Wednesday,24.0,22.0,Michael Thom,20233,PPD
PPD-672,Collaborative Governance,4.0 units,Lecture,51297R,1.0,6:00-9:20pm,Thursday,24.0,15.0,Frank Zerunyan,20233,PPD
,,,Lecture,51402D,530.0,-,,28.0,0.0,,20233,PPD
,,,Lecture,51467D,593.0,TBA,,20.0,19.0,William Leach,20233,PPD
PPD-675,Nonprofit Management and Leadership,4.0 units,Lecture,51256R,1.0,2:00-5:20pm,Thursday,32.0,30.0,Nicolas Duquette,20233,PPD
PPD-680,Development of Effective Groups and Organizations,4.0 units,Lecture,51355D,785.0,2:00-5:20pm,Friday,25.0,0.0,Grace Cheng Susan Sinclair,20233,PPD
PPD-683,Homeland Security and Public Policy,4.0 units,Lecture,51289R,1.0,6:00-9:20pm,Wednesday,32.0,19.0,Kristine Beardsley,20233,PPD
PPD-685,Human Resources Management in Public and Non-Profit Sectors,2.0 units,Lecture,51232R,1.0,6:00-7:50pm,Wednesday,32.0,0.0,Frederick Owusu,20233,PPD
PPD-689,The Nonprofit Sector and Philanthropy,4.0 units,Lecture,51469D,593.0,TBA,,20.0,8.0,Kelly Rawlings,20233,PPD
,,,Lecture,51507R,1.0,2:00-5:20pm,Wednesday,26.0,17.0,Alexandra Graddy-Reed,20233,PPD
PPD-693,Communicating Public Policy,4.0 units,Lecture,51511R,1.0,2:00-5:20pm,Monday,32.0,16.0,Lilian Coral,20233,PPD
PPD-696,Health Care Venture Development,2.0 units,Lecture,51304R,790.0,-,,25.0,0.0,Susan Sinclair,20233,PPD
PPD-708,Qualitative Methods,4.0 units,Lecture,51285D,1.0,8:30-11:50am,Wednesday,15.0,9.0,Annette Kim,20233,PPD
PPD-710a,Research Seminar,2.0 units,Lecture,51210D,1.0,6:30-8:20pm,Tuesday,8.0,5.0,Dowell Myers,20233,PPD
PPD-711,Theoretical Foundation of Public Management,4.0 units,Lecture,51286D,1.0,9:00-12:20pm,Tuesday,10.0,7.0,William Resh,20233,PPD
PPD-714,Advanced Urban Development,4.0 units,Lecture,51290D,1.0,9:00-12:20pm,Thursday,10.0,5.0,Elizabeth Currid-Halkett,20233,PPD
PPD-716,"Econometrics for Policy, Planning and Management I",4.0 units,Lecture,51293D,1.0,2:00-5:20pm,Tuesday,15.0,4.0,Nicolas Duquette,20233,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,51203D,1.0,TBA,,25.0,12.0,Samantha Malisos,20233,PPD
PPD-794a,Doctoral Dissertation,2.0 units,Lecture,51257D,1.0,TBA,,10.0,8.0,John Romley,20233,PPD
PPD-794b,Doctoral Dissertation,2.0 units,Lecture,51258D,1.0,TBA,,10.0,2.0,John Romley,20233,PPD
PPD-794c,Doctoral Dissertation,2.0 units,Lecture,51259D,1.0,TBA,,15.0,11.0,John Romley,20233,PPD
PPD-794d,Doctoral Dissertation,2.0 units,Lecture,51260D,1.0,TBA,,10.0,0.0,John Romley,20233,PPD
PPD-794z,Doctoral Dissertation,0.0 units,Lecture,51261D,1.0,TBA,,20.0,18.0,John Romley,20233,PPD
PPDE-505,Professional Workshop in Public Administration,2.0 units,Lecture,50909D,1.0,6:00-7:50pm,Thursday,24.0,24.0,Laura Wittcoff,20233,PPDE
PPDE-506,Professional Residency in Public Administration,1.0 unit,Lecture,51072D,596.0,-,,25.0,17.0,Dora Kingsley Vertenten,20233,PPDE
PPDE-612,Consulting in Healthcare Organizations,2.0 units,Lecture,50902R,1.0,6:00-8:20pm,Wednesday,20.0,7.0,Philip Dalton,20233,PPDE
PPDE-628,Introduction to Lean Health Care,2.0 units,Lecture,51054R,790.0,TBA,,30.0,8.0,Trent Lim,20233,PPDE
PPDE-630,Community Health Planning,4.0 units,Lecture,50903R,1.0,2:00-5:20pm,Tuesday,20.0,0.0,,20233,PPDE
PPDE-636,Urban Spatial Ethnography and Critical Cartography,4.0 units,Lecture,50907R,1.0,8:30-11:50am,Tuesday,20.0,15.0,Annette Kim,20233,PPDE
PPDE-639,Housing Dynamics for Policy and Planning,4.0 units,Lecture,50917R,1.0,2:00-5:20pm,Monday,32.0,10.0,Dowell Myers,20233,PPDE
PPDE-640,"Climate, Sustainability and Environmental Planning",4.0 units,Lecture,50923R,1.0,2:00-5:20pm,Monday,40.0,29.0,Santina Contreras,20233,PPDE
PPDE-645,Financial Management of Nonprofit Organizations,4.0 units,Lecture,50908R,1.0,6:00-9:20pm,Wednesday,34.0,26.0,James Siegrist,20233,PPDE
PPDE-660,Environmental Policy Design and Analysis,4.0 units,Lecture,50919R,1.0,12:00-1:50pm,"Tue, Thu",25.0,10.0,Adam Rose,20233,PPDE
PPDE-669,U.S. Education Policy,4.0 units,Lecture,50922R,1.0,2:00-5:20pm,Thursday,32.0,10.0,Julie Marsh,20233,PPDE
PPDE-687,Urban Economics,4.0 units,Lecture,26277D,1.0,9:00-11:50am,Wednesday,15.0,9.0,Paulina Oliva,20233,PPDE
PLUS-651,Applied Research Design and Inquiry,4.0 units,Lecture,51541D,1.0,TBA,,10.0,7.0,Deborah Natoli,20233,PLUS
PLUS-660,Economics of a Productive Development - A Public/Private Perspective,3.0 units,Lecture,51554D,919.0,-,,25.0,0.0,Jackie Illum,20233,PLUS
PLUS-671,Leading a Collaborative City,3.0 units,Lecture,51553D,919.0,TBA,,25.0,13.0,Erica Jacquez,20233,PLUS
PLUS-672,Integrating Concepts for Action,2.0 units,Lecture,51555D,919.0,TBA,,25.0,13.0,Jackie Illum,20233,PLUS
PLUS-694a,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51545D,1.0,TBA,,12.0,7.0,Michael Thom,20233,PLUS
PLUS-694b,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51546D,1.0,TBA,,5.0,2.0,Michael Thom,20233,PLUS
PLUS-694c,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51547D,1.0,TBA,,5.0,3.0,Michael Thom,20233,PLUS
PLUS-694d,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51548D,1.0,TBA,,5.0,0.0,Michael Thom,20233,PLUS
PLUS-694z,"Planning, Design and Development Professional Dissertation",0.0 units,Lecture,51549D,1.0,TBA,,10.0,8.0,Michael Thom,20233,PLUS
RED-200,Introduction to Real Estate,4.0 units,Lecture,51667R,1.0,2:00-3:50pm,"Tue, Thu",65.0,53.0,Christian Redfearn,20233,RED
,,,Lecture,51668R,1.0,10:00-11:50am,"Mon, Wed",100.0,100.0,John Loper,20233,RED
,,,Lecture,51670R,1.0,6:00-9:20pm,Monday,32.0,30.0,Scott Trafford,20233,RED
RED-201,Real Estate Career Seminar,2.0 units,Lecture,51681D,1.0,6:00-7:50pm,Wednesday,25.0,23.0,Yunia Lubega,20233,RED
,,,Lecture,51682D,1.0,4:00-5:50pm,Wednesday,25.0,25.0,Sonia Savoulian,20233,RED
RED-301,Real Estate Internship Seminar,1.0 unit,Lecture,51645D,60.0,TBA,,25.0,17.0,Esther Lanier,20233,RED
RED-325,Introduction to Finance in Cities,4.0 units,Lecture,51669R,1.0,2:00-3:50pm,"Mon, Wed",32.0,27.0,John Loper,20233,RED
RED-362,Real Estate Development Fundamentals,4.0 units,Lecture,51651R,1.0,8:00-9:50am,"Tue, Thu",48.0,43.0,Jorge De la Roca,20233,RED
,,,Lecture,51653R,1.0,12:00-1:50pm,"Tue, Thu",48.0,46.0,Jorge De la Roca,20233,RED
RED-375,Real Estate Development Analysis,4.0 units,Lecture,51644R,1.0,12:00-1:50pm,"Mon, Wed",25.0,25.0,Moussa Diop,20233,RED
,,,Lecture,51650R,1.0,9:00-12:20pm,Friday,25.0,25.0,John Loper,20233,RED
,,,Lecture,51652R,1.0,8:00-9:50am,"Mon, Wed",24.0,20.0,Moussa Diop,20233,RED
RED-398,Shaping Cities Through Real Estate,"2.0-4.0 units, max 8",,,,,,,,,20233,RED
,Residential Properties,4.0,Lecture,51662R,1.0,6:00-9:20pm,Monday,32.0,32.0,Aleks Baharlo,20233,RED
,Retail Properties,4.0,Lecture,51663R,1.0,6:00-9:20pm,Thursday,30.0,30.0,Bret Nielsen,20233,RED
RED-417,History of Planning and Development,4.0 units,Lecture,51654R,1.0,10:00-11:50am,"Tue, Thu",49.0,48.0,Cara Mullio,20233,RED
RED-425,Designing Livable Communities,4.0 units,Lecture,51656R,1.0,12:00-1:50pm,"Mon, Wed",26.0,26.0,Elizabeth Falletta,20233,RED
,,,Lecture,51657R,1.0,6:00-9:20pm,Wednesday,26.0,26.0,Naomi Neville,20233,RED
,,,Lecture,51664R,1.0,6:00-9:20pm,Thursday,24.0,24.0,Catherine Saez,20233,RED
RED-435,Analyzing Real Estate Markets,4.0 units,Lecture,51658R,1.0,8:30-11:50am,Friday,30.0,20.0,Mark Zikakis,20233,RED
,,,Lecture,51659R,1.0,2:00-3:50pm,"Tue, Thu",21.0,21.0,Mary Lynne Boorn,20233,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0 units,Lecture,51660R,1.0,6:00-9:20pm,Tuesday,20.0,15.0,Christian Redfearn,20233,RED
,,,Lecture,51665R,1.0,6:00-9:20pm,Wednesday,20.0,19.0,Austin Maddux,20233,RED
RED-490,Directed Research,"1.0-8.0 units, max 12",Lecture,51661D,1.0,TBA,,10.0,0.0,Samantha Malisos,20233,RED
RED-509,Market Analysis for Real Estate,4.0 units,Lecture,51600D,38.0,6:00-9:20pm,Tuesday,50.0,34.0,Mary Lynne Boorn,20233,RED
RED-510,Real Estate Practice and Principles,4.0 units,Lecture,51602R,38.0,6:00-9:20pm,Monday,35.0,17.0,Joel Bryant,20233,RED
RED-511,Foundations of Real Estate Analysis,4.0 units,Lecture,51603R,38.0,6:00-9:20pm,Monday,30.0,28.0,Ben Feingold,20233,RED
RED-542,Finance of Real Estate Development,3.0 units,Lecture,51605D,38.0,6:00-8:50pm,Thursday,30.0,24.0,Alon Kraft Babak Ziai,20233,RED
,,,Lab,51606R,38.0,2:00-3:50pm,Thursday,30.0,24.0,Iain Gulin,20233,RED
RED-544,Real Estate Capital Markets,2.0 units,Lecture,51607D,38.0,6:30-8:20pm,Wednesday,50.0,35.0,Shlomi Ronen,20233,RED
RED-562,Legal Issues in Real Estate Development,4.0 units,Lecture,51609D,38.0,8:00-11:20am,Monday,30.0,20.0,Keith Allen-Niesen,20233,RED
